task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,g4dn.xlarge-1
image_classification,75.7818548118548,75.7818548118548,75.7818548118548,75.7818548118548,75.7818548118548,8.378307743905083
object_detection,34.452283419785374,34.452283419785374,34.452283419785374,34.452283419785374,34.452283419785374,9.782133749674733
question_answering,40.158034343365614,40.158034343365614,40.158034343365614,40.158034343365614,40.158034343365614,3.21655212513958
speech_recognition,577.2463992673993,577.2463992673993,577.2463992673993,577.2463992673993,577.2463992673993,20.065838121802592
