task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.73692022728304,73.73692022728304,73.73692022728304,73.73692022728304,73.73692022728304,73.73692022728304,73.73692022728304,73.73692022728304,25.452758669505293,25.452758669505293,8.110275764203276,8.110275764203276
object_detection,34.2839281259676,34.2839281259676,34.2839281259676,34.2839281259676,34.2839281259676,34.2839281259676,34.2839281259676,34.2839281259676,18.929634241213186,18.929634241213186,10.431206660247671,10.431206660247671
question_answering,35.15286005598905,35.15286005598905,35.15286005598905,35.15286005598905,35.15286005598905,35.15286005598905,35.15286005598905,35.15286005598905,15.375614081253826,15.375614081253826,3.21991846280127,3.21991846280127
speech_recognition,574.6458917471417,574.6458917471417,574.6458917471417,574.6458917471417,574.6458917471417,574.6458917471417,574.6458917471417,574.6458917471417,197.64307493894995,197.64307493894995,18.837550651973128,18.837550651973128
