task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,g4dn.xlarge-1
image_classification,74.13150289636977,74.13150289636977,74.13150289636977,74.13150289636977,74.13150289636977,74.13150289636977,74.13150289636977,74.13150289636977,74.13150289636977,74.13150289636977,74.13150289636977,74.13150289636977,25.209261790840735,8.232872838354043
object_detection,34.56626560832292,34.56626560832292,34.56626560832292,34.56626560832292,34.56626560832292,34.56626560832292,34.56626560832292,34.56626560832292,34.56626560832292,34.56626560832292,34.56626560832292,34.56626560832292,19.537102955016,10.17075633358983
question_answering,36.69914042105412,36.69914042105412,36.69914042105412,36.69914042105412,36.69914042105412,36.69914042105412,36.69914042105412,36.69914042105412,36.69914042105412,36.69914042105412,36.69914042105412,36.69914042105412,15.006985539488321,3.140998090645978
speech_recognition,577.6100782550783,577.6100782550783,577.6100782550783,577.6100782550783,577.6100782550783,577.6100782550783,577.6100782550783,577.6100782550783,577.6100782550783,577.6100782550783,577.6100782550783,577.6100782550783,195.45874287749288,19.47062404092072
