task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,71.80898469951102,71.80898469951102,71.80898469951102,28.160938311531595,28.160938311531595,28.160938311531595,28.160938311531595,8.451083213969728,8.451083213969728,8.451083213969728
object_detection,33.19626836126836,33.19626836126836,33.19626836126836,19.165207690346787,19.165207690346787,19.165207690346787,19.165207690346787,10.489317187873837,10.489317187873837,10.489317187873837
question_answering,34.889697774991895,34.889697774991895,34.889697774991895,15.352365325369272,15.352365325369272,15.352365325369272,15.352365325369272,3.3450630773049945,3.3450630773049945,3.3450630773049945
speech_recognition,573.2187024087024,573.2187024087024,573.2187024087024,208.13221987794813,208.13221987794813,208.13221987794813,208.13221987794813,18.987704751075235,18.987704751075235,18.987704751075235
