task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.88840513665902,73.88840513665902,73.88840513665902,73.88840513665902,73.88840513665902,73.88840513665902,73.88840513665902,73.88840513665902,73.88840513665902,73.88840513665902,28.982971708897132,8.342970745204875,8.342970745204875,8.342970745204875
object_detection,34.55221025860964,34.55221025860964,34.55221025860964,34.55221025860964,34.55221025860964,34.55221025860964,34.55221025860964,34.55221025860964,34.55221025860964,34.55221025860964,20.700037267080745,10.628738243285444,10.628738243285444,10.628738243285444
question_answering,35.075526714169904,35.075526714169904,35.075526714169904,35.075526714169904,35.075526714169904,35.075526714169904,35.075526714169904,35.075526714169904,35.075526714169904,35.075526714169904,14.446470588235295,3.344762866149985,3.344762866149985,3.344762866149985
speech_recognition,574.0592448662449,574.0592448662449,574.0592448662449,574.0592448662449,574.0592448662449,574.0592448662449,574.0592448662449,574.0592448662449,574.0592448662449,574.0592448662449,239.7335181828088,19.124779001079624,19.124779001079624,19.124779001079624
