task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.7682629044884,73.7682629044884,73.7682629044884,73.7682629044884,73.7682629044884,73.7682629044884,73.7682629044884,73.7682629044884,73.7682629044884,30.38886124666565,30.38886124666565,30.38886124666565,30.38886124666565,8.513019501383054,8.513019501383054,8.513019501383054
object_detection,35.13157373032502,35.13157373032502,35.13157373032502,35.13157373032502,35.13157373032502,35.13157373032502,35.13157373032502,35.13157373032502,35.13157373032502,21.243378469730267,21.243378469730267,21.243378469730267,21.243378469730267,10.802779796438836,10.802779796438836,10.802779796438836
question_answering,35.333937667271,35.333937667271,35.333937667271,35.333937667271,35.333937667271,35.333937667271,35.333937667271,35.333937667271,35.333937667271,17.008208236563096,17.008208236563096,17.008208236563096,17.008208236563096,3.2716652303955214,3.2716652303955214,3.2716652303955214
speech_recognition,573.0450241116907,573.0450241116907,573.0450241116907,573.0450241116907,573.0450241116907,573.0450241116907,573.0450241116907,573.0450241116907,573.0450241116907,208.59226591601555,208.59226591601555,208.59226591601555,208.59226591601555,19.15813960427149,19.15813960427149,19.15813960427149
