task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.29511219136164,73.29511219136164,73.29511219136164,73.29511219136164,73.29511219136164,73.29511219136164,73.29511219136164,25.3113306786475,25.3113306786475,25.3113306786475,8.464882219694264,8.464882219694264,8.464882219694264
object_detection,33.81376788624909,33.81376788624909,33.81376788624909,33.81376788624909,33.81376788624909,33.81376788624909,33.81376788624909,21.32716969319399,21.32716969319399,21.32716969319399,10.495241966287981,10.495241966287981,10.495241966287981
question_answering,35.26621082330613,35.26621082330613,35.26621082330613,35.26621082330613,35.26621082330613,35.26621082330613,35.26621082330613,16.372693306349653,16.372693306349653,16.372693306349653,3.3285492052241303,3.3285492052241303,3.3285492052241303
speech_recognition,574.6968546532833,574.6968546532833,574.6968546532833,574.6968546532833,574.6968546532833,574.6968546532833,574.6968546532833,218.49867764362983,218.49867764362983,218.49867764362983,19.209818376907187,19.209818376907187,19.209818376907187
