task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,76.67189494093499,76.67189494093499,76.67189494093499,76.67189494093499,76.67189494093499,26.92533193307512,26.92533193307512,26.92533193307512,26.92533193307512
object_detection,35.02655167965849,35.02655167965849,35.02655167965849,35.02655167965849,35.02655167965849,18.963743647713677,18.963743647713677,18.963743647713677,18.963743647713677
question_answering,41.65026824516325,41.65026824516325,41.65026824516325,41.65026824516325,41.65026824516325,14.389111103915415,14.389111103915415,14.389111103915415,14.389111103915415
speech_recognition,577.5136428571428,577.5136428571428,577.5136428571428,577.5136428571428,577.5136428571428,187.91115929349203,187.91115929349203,187.91115929349203,187.91115929349203
