task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,73.75475082601437,73.75475082601437,73.75475082601437,73.75475082601437,73.75475082601437,73.75475082601437,73.75475082601437,73.75475082601437,26.737186348223496,26.737186348223496,8.17331813899034
object_detection,33.43791036685193,33.43791036685193,33.43791036685193,33.43791036685193,33.43791036685193,33.43791036685193,33.43791036685193,33.43791036685193,19.127634750870044,19.127634750870044,9.882572888368927
question_answering,36.15064174376964,36.15064174376964,36.15064174376964,36.15064174376964,36.15064174376964,36.15064174376964,36.15064174376964,36.15064174376964,15.162073412698414,15.162073412698414,3.172362529926593
speech_recognition,573.8901082251083,573.8901082251083,573.8901082251083,573.8901082251083,573.8901082251083,573.8901082251083,573.8901082251083,573.8901082251083,194.55391281821522,194.55391281821522,19.5046368908366
