task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,73.27555039886155,73.27555039886155,73.27555039886155,73.27555039886155,73.27555039886155,24.90259335324637,24.90259335324637,24.90259335324637,24.90259335324637,8.338043925132533
object_detection,32.42571155641744,32.42571155641744,32.42571155641744,32.42571155641744,32.42571155641744,19.052323661443786,19.052323661443786,19.052323661443786,19.052323661443786,9.911084991080827
question_answering,36.32070787399735,36.32070787399735,36.32070787399735,36.32070787399735,36.32070787399735,14.789457720060534,14.789457720060534,14.789457720060534,14.789457720060534,3.1871387060428154
speech_recognition,573.8235604395604,573.8235604395604,573.8235604395604,573.8235604395604,573.8235604395604,194.1884583795551,194.1884583795551,194.1884583795551,194.1884583795551,19.30488608398825
