task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,t2.large-14,g4dn.xlarge-1
image_classification,73.97977123931403,73.97977123931403,73.97977123931403,73.97977123931403,73.97977123931403,73.97977123931403,73.97977123931403,73.97977123931403,73.97977123931403,73.97977123931403,73.97977123931403,73.97977123931403,73.97977123931403,73.97977123931403,8.284214679022295
object_detection,34.82342273549096,34.82342273549096,34.82342273549096,34.82342273549096,34.82342273549096,34.82342273549096,34.82342273549096,34.82342273549096,34.82342273549096,34.82342273549096,34.82342273549096,34.82342273549096,34.82342273549096,34.82342273549096,10.218599757890441
question_answering,36.62525127686948,36.62525127686948,36.62525127686948,36.62525127686948,36.62525127686948,36.62525127686948,36.62525127686948,36.62525127686948,36.62525127686948,36.62525127686948,36.62525127686948,36.62525127686948,36.62525127686948,36.62525127686948,3.1740968980184667
speech_recognition,578.4824634888921,578.4824634888921,578.4824634888921,578.4824634888921,578.4824634888921,578.4824634888921,578.4824634888921,578.4824634888921,578.4824634888921,578.4824634888921,578.4824634888921,578.4824634888921,578.4824634888921,578.4824634888921,19.378339588910922
