task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,74.23505568505568,74.23505568505568,74.23505568505568,25.353455815190063,25.353455815190063,8.382741583623325
object_detection,32.93185473475687,32.93185473475687,32.93185473475687,17.966374566893748,17.966374566893748,10.0117618105209
question_answering,38.471097912223236,38.471097912223236,38.471097912223236,13.988089447056762,13.988089447056762,3.2529166667380536
speech_recognition,574.2659615547851,574.2659615547851,574.2659615547851,182.59022431000372,182.59022431000372,19.935544221377405
