task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.41944521324663,73.41944521324663,73.41944521324663,73.41944521324663,73.41944521324663,73.41944521324663,73.41944521324663,24.557771880293622,8.386683553411116,8.386683553411116,8.386683553411116
object_detection,33.545948668106135,33.545948668106135,33.545948668106135,33.545948668106135,33.545948668106135,33.545948668106135,33.545948668106135,21.546963562753035,10.686895341646041,10.686895341646041,10.686895341646041
question_answering,35.30062256137886,35.30062256137886,35.30062256137886,35.30062256137886,35.30062256137886,35.30062256137886,35.30062256137886,17.579486859441094,3.2936285707628934,3.2936285707628934,3.2936285707628934
speech_recognition,574.2080985680985,574.2080985680985,574.2080985680985,574.2080985680985,574.2080985680985,574.2080985680985,574.2080985680985,226.30178811693054,19.246448379008395,19.246448379008395,19.246448379008395
