task_type,t2.large-1,t2.large-2,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,70.90647907647909,70.90647907647909,26.606600353669318,8.510358570170954,8.510358570170954
object_detection,31.956463797640264,31.956463797640264,19.170555555555556,10.226038224701096,10.226038224701096
question_answering,34.88756795835743,34.88756795835743,15.680542639629062,3.2473330167173957,3.2473330167173957
speech_recognition,563.4936671661671,563.4936671661671,199.09348426661126,19.3385409011506,19.3385409011506
