task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,71.4673937294216,71.4673937294216,26.206279496254126,26.206279496254126,26.206279496254126,8.421070446876456,8.421070446876456
object_detection,31.147034403504996,31.147034403504996,18.60032783762874,18.60032783762874,18.60032783762874,10.363847994099604,10.363847994099604
question_answering,33.92623634535399,33.92623634535399,14.415460104603785,14.415460104603785,14.415460104603785,3.3738331956996737,3.3738331956996737
speech_recognition,563.9023143523143,563.9023143523143,203.01679220222232,203.01679220222232,203.01679220222232,19.119448424619762,19.119448424619762
