task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.82521288373648,73.82521288373648,73.82521288373648,73.82521288373648,73.82521288373648,73.82521288373648,73.82521288373648,73.82521288373648,31.204452437976464,31.204452437976464,31.204452437976464,31.204452437976464,8.4227300213483,8.4227300213483,8.4227300213483
object_detection,34.78815524753024,34.78815524753024,34.78815524753024,34.78815524753024,34.78815524753024,34.78815524753024,34.78815524753024,34.78815524753024,22.370138165387257,22.370138165387257,22.370138165387257,22.370138165387257,10.872050993022006,10.872050993022006,10.872050993022006
question_answering,34.83041028416028,34.83041028416028,34.83041028416028,34.83041028416028,34.83041028416028,34.83041028416028,34.83041028416028,34.83041028416028,16.454212834558227,16.454212834558227,16.454212834558227,16.454212834558227,3.3345415616302367,3.3345415616302367,3.3345415616302367
speech_recognition,574.3117707986457,574.3117707986457,574.3117707986457,574.3117707986457,574.3117707986457,574.3117707986457,574.3117707986457,574.3117707986457,207.4437956036631,207.4437956036631,207.4437956036631,207.4437956036631,19.25974978543606,19.25974978543606,19.25974978543606
