task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,73.57679524451582,73.57679524451582,73.57679524451582,73.57679524451582,73.57679524451582,73.57679524451582,26.38330585580733,26.38330585580733,26.38330585580733,26.38330585580733,8.405562987149498
object_detection,33.475181379078435,33.475181379078435,33.475181379078435,33.475181379078435,33.475181379078435,33.475181379078435,19.169428793149766,19.169428793149766,19.169428793149766,19.169428793149766,10.109966365445818
question_answering,35.5694668858833,35.5694668858833,35.5694668858833,35.5694668858833,35.5694668858833,35.5694668858833,15.493265495639386,15.493265495639386,15.493265495639386,15.493265495639386,3.203420932805261
speech_recognition,574.22895992896,574.22895992896,574.22895992896,574.22895992896,574.22895992896,574.22895992896,204.68150832529994,204.68150832529994,204.68150832529994,204.68150832529994,19.484832794444944
