task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,t2.large-14,c5.2xlarge-1,g4dn.xlarge-1
image_classification,74.44314613395032,74.44314613395032,74.44314613395032,74.44314613395032,74.44314613395032,74.44314613395032,74.44314613395032,74.44314613395032,74.44314613395032,74.44314613395032,74.44314613395032,74.44314613395032,74.44314613395032,74.44314613395032,22.992612732095488,8.502302700793267
object_detection,35.76314930538473,35.76314930538473,35.76314930538473,35.76314930538473,35.76314930538473,35.76314930538473,35.76314930538473,35.76314930538473,35.76314930538473,35.76314930538473,35.76314930538473,35.76314930538473,35.76314930538473,35.76314930538473,19.57326923076923,10.478260309809253
question_answering,36.598126276396954,36.598126276396954,36.598126276396954,36.598126276396954,36.598126276396954,36.598126276396954,36.598126276396954,36.598126276396954,36.598126276396954,36.598126276396954,36.598126276396954,36.598126276396954,36.598126276396954,36.598126276396954,15.585518207282913,3.206526029162402
speech_recognition,579.6288057973773,579.6288057973773,579.6288057973773,579.6288057973773,579.6288057973773,579.6288057973773,579.6288057973773,579.6288057973773,579.6288057973773,579.6288057973773,579.6288057973773,579.6288057973773,579.6288057973773,579.6288057973773,192.84485687462805,19.41638384754991
