task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,t2.large-14,c5.2xlarge-1,c5.2xlarge-2
image_classification,76.34318511780329,76.34318511780329,76.34318511780329,76.34318511780329,76.34318511780329,76.34318511780329,76.34318511780329,76.34318511780329,76.34318511780329,76.34318511780329,76.34318511780329,76.34318511780329,76.34318511780329,76.34318511780329,25.4984329716202,25.4984329716202
object_detection,35.72002694186283,35.72002694186283,35.72002694186283,35.72002694186283,35.72002694186283,35.72002694186283,35.72002694186283,35.72002694186283,35.72002694186283,35.72002694186283,35.72002694186283,35.72002694186283,35.72002694186283,35.72002694186283,18.805747296024684,18.805747296024684
question_answering,39.74869033470552,39.74869033470552,39.74869033470552,39.74869033470552,39.74869033470552,39.74869033470552,39.74869033470552,39.74869033470552,39.74869033470552,39.74869033470552,39.74869033470552,39.74869033470552,39.74869033470552,39.74869033470552,14.190782009447677,14.190782009447677
speech_recognition,578.6693423243423,578.6693423243423,578.6693423243423,578.6693423243423,578.6693423243423,578.6693423243423,578.6693423243423,578.6693423243423,578.6693423243423,578.6693423243423,578.6693423243423,578.6693423243423,578.6693423243423,578.6693423243423,187.4950439745791,187.4950439745791
