task_type,t2.large-1,t2.large-2,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,71.1252376708259,71.1252376708259,34.917627627627624,8.432364831671507,8.432364831671507,8.432364831671507
object_detection,31.01640448603684,31.01640448603684,20.08842995169082,10.445462181483146,10.445462181483146,10.445462181483146
question_answering,34.673934552289815,34.673934552289815,17.3494377283077,3.3276992792661004,3.3276992792661004,3.3276992792661004
speech_recognition,563.1088528138528,563.1088528138528,225.03156633221852,19.189600475104026,19.189600475104026,19.189600475104026
