task_type,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,8.463723066642634,8.463723066642634,8.463723066642634
object_detection,10.7031152721391,10.7031152721391,10.7031152721391
question_answering,3.3716707758540805,3.3716707758540805,3.3716707758540805
speech_recognition,19.507664970858432,19.507664970858432,19.507664970858432
