task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3
image_classification,75.16079611338407,75.16079611338407,75.16079611338407,75.16079611338407,75.16079611338407,75.16079611338407,75.16079611338407,75.16079611338407,75.16079611338407,75.16079611338407,75.16079611338407,25.82841696323236,25.82841696323236,25.82841696323236
object_detection,35.492415497099046,35.492415497099046,35.492415497099046,35.492415497099046,35.492415497099046,35.492415497099046,35.492415497099046,35.492415497099046,35.492415497099046,35.492415497099046,35.492415497099046,18.531835499936115,18.531835499936115,18.531835499936115
question_answering,39.534088872318534,39.534088872318534,39.534088872318534,39.534088872318534,39.534088872318534,39.534088872318534,39.534088872318534,39.534088872318534,39.534088872318534,39.534088872318534,39.534088872318534,14.344823762875148,14.344823762875148,14.344823762875148
speech_recognition,575.8219093028183,575.8219093028183,575.8219093028183,575.8219093028183,575.8219093028183,575.8219093028183,575.8219093028183,575.8219093028183,575.8219093028183,575.8219093028183,575.8219093028183,186.36990309517114,186.36990309517114,186.36990309517114
