task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.66728667796849,73.66728667796849,73.66728667796849,73.66728667796849,73.66728667796849,73.66728667796849,73.66728667796849,73.66728667796849,73.66728667796849,73.66728667796849,73.66728667796849,24.70316178174722,24.70316178174722,8.553422290643653,8.553422290643653
object_detection,35.38744241050484,35.38744241050484,35.38744241050484,35.38744241050484,35.38744241050484,35.38744241050484,35.38744241050484,35.38744241050484,35.38744241050484,35.38744241050484,35.38744241050484,22.794028874351454,22.794028874351454,10.826689193159782,10.826689193159782
question_answering,35.54834949661153,35.54834949661153,35.54834949661153,35.54834949661153,35.54834949661153,35.54834949661153,35.54834949661153,35.54834949661153,35.54834949661153,35.54834949661153,35.54834949661153,15.161169059011167,15.161169059011167,3.255701641931406,3.255701641931406
speech_recognition,575.8639381830292,575.8639381830292,575.8639381830292,575.8639381830292,575.8639381830292,575.8639381830292,575.8639381830292,575.8639381830292,575.8639381830292,575.8639381830292,575.8639381830292,201.8893288086818,201.8893288086818,19.091502211932056,19.091502211932056
