task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.4668173231449,73.4668173231449,73.4668173231449,73.4668173231449,73.4668173231449,73.4668173231449,8.371376476992015,8.371376476992015
object_detection,33.42114567149397,33.42114567149397,33.42114567149397,33.42114567149397,33.42114567149397,33.42114567149397,9.96447423486009,9.96447423486009
question_answering,37.0784643726076,37.0784643726076,37.0784643726076,37.0784643726076,37.0784643726076,37.0784643726076,3.2594125702754355,3.2594125702754355
speech_recognition,573.5769230769231,573.5769230769231,573.5769230769231,573.5769230769231,573.5769230769231,573.5769230769231,19.161182491954968,19.161182491954968
