task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.17721805971806,73.17721805971806,73.17721805971806,73.17721805971806,23.7416744475568,8.399213745067865,8.399213745067865,8.399213745067865
object_detection,32.858785378269076,32.858785378269076,32.858785378269076,32.858785378269076,19.370328282828282,10.53655958720276,10.53655958720276,10.53655958720276
question_answering,35.1174290986791,35.1174290986791,35.1174290986791,35.1174290986791,15.913227513227515,3.5173888978300596,3.5173888978300596,3.5173888978300596
speech_recognition,573.8254287379287,573.8254287379287,573.8254287379287,573.8254287379287,202.2601343101343,19.142123173889768,19.142123173889768,19.142123173889768
