task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.64606019125509,73.64606019125509,73.64606019125509,73.64606019125509,73.64606019125509,73.64606019125509,73.64606019125509,73.64606019125509,73.64606019125509,73.64606019125509,73.64606019125509,8.347336831206956,8.347336831206956,8.347336831206956
object_detection,35.545569991505815,35.545569991505815,35.545569991505815,35.545569991505815,35.545569991505815,35.545569991505815,35.545569991505815,35.545569991505815,35.545569991505815,35.545569991505815,35.545569991505815,10.825803926448234,10.825803926448234,10.825803926448234
question_answering,35.62315496272309,35.62315496272309,35.62315496272309,35.62315496272309,35.62315496272309,35.62315496272309,35.62315496272309,35.62315496272309,35.62315496272309,35.62315496272309,35.62315496272309,3.339032640694306,3.339032640694306,3.339032640694306
speech_recognition,577.3929327742965,577.3929327742965,577.3929327742965,577.3929327742965,577.3929327742965,577.3929327742965,577.3929327742965,577.3929327742965,577.3929327742965,577.3929327742965,577.3929327742965,19.16566768034287,19.16566768034287,19.16566768034287
