task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,74.08033369816458,74.08033369816458,74.08033369816458,74.08033369816458,74.08033369816458,74.08033369816458,74.08033369816458,74.08033369816458,74.08033369816458,74.08033369816458,74.08033369816458,74.08033369816458,34.17500251296691,8.200980615546872,8.200980615546872,8.200980615546872
object_detection,35.24023145835646,35.24023145835646,35.24023145835646,35.24023145835646,35.24023145835646,35.24023145835646,35.24023145835646,35.24023145835646,35.24023145835646,35.24023145835646,35.24023145835646,35.24023145835646,19.980355620509073,10.423009904269392,10.423009904269392,10.423009904269392
question_answering,35.524959429187376,35.524959429187376,35.524959429187376,35.524959429187376,35.524959429187376,35.524959429187376,35.524959429187376,35.524959429187376,35.524959429187376,35.524959429187376,35.524959429187376,35.524959429187376,19.39229998072103,3.3027772892247107,3.3027772892247107,3.3027772892247107
speech_recognition,577.2518803418803,577.2518803418803,577.2518803418803,577.2518803418803,577.2518803418803,577.2518803418803,577.2518803418803,577.2518803418803,577.2518803418803,577.2518803418803,577.2518803418803,577.2518803418803,228.3125,19.016777208575416,19.016777208575416,19.016777208575416
