task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,g4dn.xlarge-1
image_classification,74.7225226769962,74.7225226769962,74.7225226769962,74.7225226769962,74.7225226769962,74.7225226769962,74.7225226769962,74.7225226769962,74.7225226769962,74.7225226769962,8.285663590714195
object_detection,34.75820852645358,34.75820852645358,34.75820852645358,34.75820852645358,34.75820852645358,34.75820852645358,34.75820852645358,34.75820852645358,34.75820852645358,34.75820852645358,10.031170397362484
question_answering,37.62665585597827,37.62665585597827,37.62665585597827,37.62665585597827,37.62665585597827,37.62665585597827,37.62665585597827,37.62665585597827,37.62665585597827,37.62665585597827,3.1818458547659594
speech_recognition,574.1321428571429,574.1321428571429,574.1321428571429,574.1321428571429,574.1321428571429,574.1321428571429,574.1321428571429,574.1321428571429,574.1321428571429,574.1321428571429,19.776503718546593
