task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.83753788952706,73.83753788952706,73.83753788952706,73.83753788952706,73.83753788952706,73.83753788952706,73.83753788952706,73.83753788952706,73.83753788952706,73.83753788952706,28.874591481079904,28.874591481079904,28.874591481079904,8.322360822164597,8.322360822164597,8.322360822164597
object_detection,34.561926310531575,34.561926310531575,34.561926310531575,34.561926310531575,34.561926310531575,34.561926310531575,34.561926310531575,34.561926310531575,34.561926310531575,34.561926310531575,20.731135046583965,20.731135046583965,20.731135046583965,10.924491720743514,10.924491720743514,10.924491720743514
question_answering,35.06480587059998,35.06480587059998,35.06480587059998,35.06480587059998,35.06480587059998,35.06480587059998,35.06480587059998,35.06480587059998,35.06480587059998,35.06480587059998,17.811619362977666,17.811619362977666,17.811619362977666,3.3170259480616906,3.3170259480616906,3.3170259480616906
speech_recognition,573.2163473193473,573.2163473193473,573.2163473193473,573.2163473193473,573.2163473193473,573.2163473193473,573.2163473193473,573.2163473193473,573.2163473193473,573.2163473193473,236.59130187678244,236.59130187678244,236.59130187678244,19.02233239050268,19.02233239050268,19.02233239050268
