task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.40174059826053,73.40174059826053,73.40174059826053,73.40174059826053,73.40174059826053,73.40174059826053,73.40174059826053,73.40174059826053,8.46388024717923,8.46388024717923,8.46388024717923
object_detection,34.17200085131587,34.17200085131587,34.17200085131587,34.17200085131587,34.17200085131587,34.17200085131587,34.17200085131587,34.17200085131587,10.52833051878516,10.52833051878516,10.52833051878516
question_answering,35.17583554674731,35.17583554674731,35.17583554674731,35.17583554674731,35.17583554674731,35.17583554674731,35.17583554674731,35.17583554674731,3.288328606921951,3.288328606921951,3.288328606921951
speech_recognition,572.8730282217782,572.8730282217782,572.8730282217782,572.8730282217782,572.8730282217782,572.8730282217782,572.8730282217782,572.8730282217782,19.189173316115976,19.189173316115976,19.189173316115976
