task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,g4dn.xlarge-1
image_classification,74.96704594897706,74.96704594897706,74.96704594897706,74.96704594897706,74.96704594897706,74.96704594897706,74.96704594897706,74.96704594897706,8.300854981431584
object_detection,34.539181930363235,34.539181930363235,34.539181930363235,34.539181930363235,34.539181930363235,34.539181930363235,34.539181930363235,34.539181930363235,9.915000658966175
question_answering,39.19929383353145,39.19929383353145,39.19929383353145,39.19929383353145,39.19929383353145,39.19929383353145,39.19929383353145,39.19929383353145,3.095180692521457
speech_recognition,575.1215476190476,575.1215476190476,575.1215476190476,575.1215476190476,575.1215476190476,575.1215476190476,575.1215476190476,575.1215476190476,19.37832698289393
