task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,72.68298701298701,29.09616789020866,29.09616789020866,29.09616789020866,29.09616789020866,8.44229693665071,8.44229693665071,8.44229693665071
object_detection,32.47886231415643,20.036902904907876,20.036902904907876,20.036902904907876,20.036902904907876,10.51267152993589,10.51267152993589,10.51267152993589
question_answering,33.87671328671329,16.431472224855053,16.431472224855053,16.431472224855053,16.431472224855053,3.305671008463441,3.305671008463441,3.305671008463441
speech_recognition,564.9258241758241,229.15928827667432,229.15928827667432,229.15928827667432,229.15928827667432,19.112940872012487,19.112940872012487,19.112940872012487
