task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,g4dn.xlarge-1
image_classification,75.84536467156033,75.84536467156033,75.84536467156033,75.84536467156033,8.371837415458835
object_detection,34.09832196634635,34.09832196634635,34.09832196634635,34.09832196634635,9.814077079041061
question_answering,41.05851098656246,41.05851098656246,41.05851098656246,41.05851098656246,3.1885305960396346
speech_recognition,575.8917582417582,575.8917582417582,575.8917582417582,575.8917582417582,19.65133452902883
