task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,72.2971755695285,72.2971755695285,24.786717503794677,24.786717503794677,24.786717503794677,24.786717503794677,8.334138210625573
object_detection,31.38295981795982,31.38295981795982,19.248855732491727,19.248855732491727,19.248855732491727,19.248855732491727,10.138628285356695
question_answering,34.94361888111888,34.94361888111888,15.59578164472622,15.59578164472622,15.59578164472622,15.59578164472622,3.1748398164808598
speech_recognition,564.324065934066,564.324065934066,191.41531724405164,191.41531724405164,191.41531724405164,191.41531724405164,19.065806013488775
