task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,71.90031746031745,25.965971132272593,25.965971132272593,8.339014555324528,8.339014555324528,8.339014555324528
object_detection,30.413968253968257,19.29501296560808,19.29501296560808,10.420955984037917,10.420955984037917,10.420955984037917
question_answering,33.25083333333333,15.996985554012303,15.996985554012303,3.3097615847674016,3.3097615847674016,3.3097615847674016
speech_recognition,564.6972161172162,201.7930375563134,201.7930375563134,19.204644212309955,19.204644212309955,19.204644212309955
