task_type,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,24.72421194013486,8.491755787027888,8.491755787027888,8.491755787027888
object_detection,19.066212188349287,10.43622915570284,10.43622915570284,10.43622915570284
question_answering,14.587357796541614,3.333531189585419,3.333531189585419,3.333531189585419
speech_recognition,190.86484400656815,19.205908051435724,19.205908051435724,19.205908051435724
