task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,73.39618349872343,73.39618349872343,73.39618349872343,73.39618349872343,73.39618349872343,73.39618349872343,73.39618349872343,73.39618349872343,73.39618349872343,27.67366031428234,27.67366031428234,27.67366031428234,27.67366031428234,8.17809825888005
object_detection,35.107942890442885,35.107942890442885,35.107942890442885,35.107942890442885,35.107942890442885,35.107942890442885,35.107942890442885,35.107942890442885,35.107942890442885,18.988149578354097,18.988149578354097,18.988149578354097,18.988149578354097,10.399850614993472
question_answering,35.352966461642936,35.352966461642936,35.352966461642936,35.352966461642936,35.352966461642936,35.352966461642936,35.352966461642936,35.352966461642936,35.352966461642936,17.492292463906274,17.492292463906274,17.492292463906274,17.492292463906274,3.1981676705768223
speech_recognition,573.1606561339895,573.1606561339895,573.1606561339895,573.1606561339895,573.1606561339895,573.1606561339895,573.1606561339895,573.1606561339895,573.1606561339895,212.34921697020417,212.34921697020417,212.34921697020417,212.34921697020417,19.141150833856
