task_type,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,29.104913141032455,29.104913141032455,29.104913141032455,8.44384489409802,8.44384489409802,8.44384489409802
object_detection,20.222714416367527,20.222714416367527,20.222714416367527,10.452384090064731,10.452384090064731,10.452384090064731
question_answering,15.708246000783504,15.708246000783504,15.708246000783504,3.264270607521837,3.264270607521837,3.264270607521837
speech_recognition,211.93714305505995,211.93714305505995,211.93714305505995,19.207447824009297,19.207447824009297,19.207447824009297
