task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.7059437482807,73.7059437482807,73.7059437482807,73.7059437482807,73.7059437482807,73.7059437482807,73.7059437482807,73.7059437482807,73.7059437482807,73.7059437482807,73.7059437482807,73.7059437482807,8.480379462059293,8.480379462059293,8.480379462059293
object_detection,34.76381708468976,34.76381708468976,34.76381708468976,34.76381708468976,34.76381708468976,34.76381708468976,34.76381708468976,34.76381708468976,34.76381708468976,34.76381708468976,34.76381708468976,34.76381708468976,10.525382482894425,10.525382482894425,10.525382482894425
question_answering,35.57030503315913,35.57030503315913,35.57030503315913,35.57030503315913,35.57030503315913,35.57030503315913,35.57030503315913,35.57030503315913,35.57030503315913,35.57030503315913,35.57030503315913,35.57030503315913,3.382097186119507,3.382097186119507,3.382097186119507
speech_recognition,576.6224876049876,576.6224876049876,576.6224876049876,576.6224876049876,576.6224876049876,576.6224876049876,576.6224876049876,576.6224876049876,576.6224876049876,576.6224876049876,576.6224876049876,576.6224876049876,19.107981735563172,19.107981735563172,19.107981735563172
