task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,72.6517785917786,72.6517785917786,72.6517785917786,26.38076138992683,26.38076138992683,26.38076138992683,26.38076138992683,8.174542702256211
object_detection,31.06590659884778,31.06590659884778,31.06590659884778,19.429831476099977,19.429831476099977,19.429831476099977,19.429831476099977,10.088405302764654
question_answering,36.370538720538725,36.370538720538725,36.370538720538725,15.529432135119208,15.529432135119208,15.529432135119208,15.529432135119208,3.3038972431077696
speech_recognition,574.3556776556777,574.3556776556777,574.3556776556777,186.000330625652,186.000330625652,186.000330625652,186.000330625652,19.563632907681765
