task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,74.91600049866045,74.91600049866045,74.91600049866045,74.91600049866045,74.91600049866045,74.91600049866045,74.91600049866045,74.91600049866045,74.91600049866045,25.577503049756906,25.577503049756906,25.577503049756906,25.577503049756906
object_detection,35.228703635736665,35.228703635736665,35.228703635736665,35.228703635736665,35.228703635736665,35.228703635736665,35.228703635736665,35.228703635736665,35.228703635736665,19.16846222731929,19.16846222731929,19.16846222731929,19.16846222731929
question_answering,38.69049263258242,38.69049263258242,38.69049263258242,38.69049263258242,38.69049263258242,38.69049263258242,38.69049263258242,38.69049263258242,38.69049263258242,14.379944605237265,14.379944605237265,14.379944605237265,14.379944605237265
speech_recognition,573.5500384800386,573.5500384800386,573.5500384800386,573.5500384800386,573.5500384800386,573.5500384800386,573.5500384800386,573.5500384800386,573.5500384800386,187.75352341772003,187.75352341772003,187.75352341772003,187.75352341772003
