task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,72.88497185150591,72.88497185150591,72.88497185150591,72.88497185150591,72.88497185150591,72.88497185150591,72.88497185150591,72.88497185150591,72.88497185150591,72.88497185150591,33.459814578005115,8.41677208193769,8.41677208193769
object_detection,34.86930941736283,34.86930941736283,34.86930941736283,34.86930941736283,34.86930941736283,34.86930941736283,34.86930941736283,34.86930941736283,34.86930941736283,34.86930941736283,20.300054112554115,10.399462872172402,10.399462872172402
question_answering,35.448250755780165,35.448250755780165,35.448250755780165,35.448250755780165,35.448250755780165,35.448250755780165,35.448250755780165,35.448250755780165,35.448250755780165,35.448250755780165,15.965293762432509,3.30931792271656,3.30931792271656
speech_recognition,575.3994305694306,575.3994305694306,575.3994305694306,575.3994305694306,575.3994305694306,575.3994305694306,575.3994305694306,575.3994305694306,575.3994305694306,575.3994305694306,210.32386363636365,19.00740840507965,19.00740840507965
