task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,g4dn.xlarge-1
image_classification,74.56464501356916,74.56464501356916,74.56464501356916,74.56464501356916,74.56464501356916,74.56464501356916,74.56464501356916,74.56464501356916,74.56464501356916,8.500482887292922
object_detection,34.41349098553347,34.41349098553347,34.41349098553347,34.41349098553347,34.41349098553347,34.41349098553347,34.41349098553347,34.41349098553347,34.41349098553347,10.092305030196112
question_answering,38.4844762934959,38.4844762934959,38.4844762934959,38.4844762934959,38.4844762934959,38.4844762934959,38.4844762934959,38.4844762934959,38.4844762934959,3.1883815364891737
speech_recognition,574.3329385429386,574.3329385429386,574.3329385429386,574.3329385429386,574.3329385429386,574.3329385429386,574.3329385429386,574.3329385429386,574.3329385429386,19.90013921336756
