task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.06559193661516,74.06559193661516,74.06559193661516,74.06559193661516,74.06559193661516,74.06559193661516,74.06559193661516,74.06559193661516,74.06559193661516,74.06559193661516,31.909866098742906,31.909866098742906,31.909866098742906,8.260734449363483,8.260734449363483
object_detection,34.80772757213547,34.80772757213547,34.80772757213547,34.80772757213547,34.80772757213547,34.80772757213547,34.80772757213547,34.80772757213547,34.80772757213547,34.80772757213547,21.364916132331395,21.364916132331395,21.364916132331395,10.830797361718414,10.830797361718414
question_answering,35.21071827682122,35.21071827682122,35.21071827682122,35.21071827682122,35.21071827682122,35.21071827682122,35.21071827682122,35.21071827682122,35.21071827682122,35.21071827682122,15.653577314983966,15.653577314983966,15.653577314983966,3.301083598621041,3.301083598621041
speech_recognition,574.1019521589521,574.1019521589521,574.1019521589521,574.1019521589521,574.1019521589521,574.1019521589521,574.1019521589521,574.1019521589521,574.1019521589521,574.1019521589521,217.83485178224956,217.83485178224956,217.83485178224956,18.882741634452163,18.882741634452163
