task_type,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,27.573325513628628,27.573325513628628,8.388065885662375,8.388065885662375,8.388065885662375
object_detection,19.168565018315018,19.168565018315018,10.223382545104933,10.223382545104933,10.223382545104933
question_answering,16.154988971101496,16.154988971101496,3.336396768767991,3.336396768767991,3.336396768767991
speech_recognition,207.91081479200875,207.91081479200875,19.097468668669226,19.097468668669226,19.097468668669226
