task_type,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,27.14299109730998,27.14299109730998,8.409984738433572,8.409984738433572
object_detection,19.023825119447658,19.023825119447658,10.013592847823022,10.013592847823022
question_answering,14.595344420889953,14.595344420889953,3.274850971687467,3.274850971687467
speech_recognition,201.0106066602013,201.0106066602013,19.258253627490994,19.258253627490994
