task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.3127329778065,74.3127329778065,74.3127329778065,74.3127329778065,74.3127329778065,74.3127329778065,74.3127329778065,74.3127329778065,74.3127329778065,74.3127329778065,74.3127329778065,74.3127329778065,24.388628774003774,24.388628774003774,8.317981492192018,8.317981492192018
object_detection,34.85245149114731,34.85245149114731,34.85245149114731,34.85245149114731,34.85245149114731,34.85245149114731,34.85245149114731,34.85245149114731,34.85245149114731,34.85245149114731,34.85245149114731,34.85245149114731,20.186813983118334,20.186813983118334,10.265244427595821,10.265244427595821
question_answering,35.88557490847932,35.88557490847932,35.88557490847932,35.88557490847932,35.88557490847932,35.88557490847932,35.88557490847932,35.88557490847932,35.88557490847932,35.88557490847932,35.88557490847932,35.88557490847932,17.51050864340338,17.51050864340338,3.3560295007962515,3.3560295007962515
speech_recognition,577.3075337625338,577.3075337625338,577.3075337625338,577.3075337625338,577.3075337625338,577.3075337625338,577.3075337625338,577.3075337625338,577.3075337625338,577.3075337625338,577.3075337625338,577.3075337625338,196.25901837928154,196.25901837928154,18.98958665541162,18.98958665541162
