task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,73.79857142857142,25.240156552408003,25.240156552408003,8.462667995095885
object_detection,33.3530303030303,18.437033713413022,18.437033713413022,9.865406764724318
question_answering,38.73469079939668,14.305431949460504,14.305431949460504,3.2084115854499324
speech_recognition,566.952380952381,185.38574701577025,185.38574701577025,20.215736591822353
