task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,72.41521756021756,72.41521756021756,72.41521756021756,24.948181838593737,24.948181838593737,24.948181838593737,8.415008661239856,8.415008661239856
object_detection,31.111815482991954,31.111815482991954,31.111815482991954,19.63032396842151,19.63032396842151,19.63032396842151,10.514045932418828,10.514045932418828
question_answering,35.478818387494854,35.478818387494854,35.478818387494854,13.358034659823579,13.358034659823579,13.358034659823579,3.2948903558039704,3.2948903558039704
speech_recognition,574.3735753135754,574.3735753135754,574.3735753135754,211.53386667920913,211.53386667920913,211.53386667920913,19.295138043159408,19.295138043159408
