task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,72.92874706448235,72.92874706448235,72.92874706448235,72.92874706448235,72.92874706448235,72.92874706448235,26.92827986596087,26.92827986596087,26.92827986596087,8.423365699174974,8.423365699174974
object_detection,34.37493119353413,34.37493119353413,34.37493119353413,34.37493119353413,34.37493119353413,34.37493119353413,19.956642200341353,19.956642200341353,19.956642200341353,10.276486681054484,10.276486681054484
question_answering,36.22839882943144,36.22839882943144,36.22839882943144,36.22839882943144,36.22839882943144,36.22839882943144,14.95820450233153,14.95820450233153,14.95820450233153,3.2412416510801476,3.2412416510801476
speech_recognition,573.353517038517,573.353517038517,573.353517038517,573.353517038517,573.353517038517,573.353517038517,202.30860107381096,202.30860107381096,202.30860107381096,18.918483331893093,18.918483331893093
