task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,74.36836444573757,74.36836444573757,74.36836444573757,74.36836444573757,74.36836444573757,74.36836444573757,74.36836444573757,74.36836444573757,74.36836444573757,74.36836444573757,74.36836444573757,74.36836444573757,27.4448027794364,27.4448027794364,8.334660465685525
object_detection,34.8425634179775,34.8425634179775,34.8425634179775,34.8425634179775,34.8425634179775,34.8425634179775,34.8425634179775,34.8425634179775,34.8425634179775,34.8425634179775,34.8425634179775,34.8425634179775,19.728908070995026,19.728908070995026,10.220574873442146
question_answering,36.20099479496538,36.20099479496538,36.20099479496538,36.20099479496538,36.20099479496538,36.20099479496538,36.20099479496538,36.20099479496538,36.20099479496538,36.20099479496538,36.20099479496538,36.20099479496538,15.036767785216062,15.036767785216062,3.1549651978416406
speech_recognition,577.9630235505235,577.9630235505235,577.9630235505235,577.9630235505235,577.9630235505235,577.9630235505235,577.9630235505235,577.9630235505235,577.9630235505235,577.9630235505235,577.9630235505235,577.9630235505235,188.3281591704148,188.3281591704148,19.311198830409356
