task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3
image_classification,76.73871465813932,76.73871465813932,76.73871465813932,76.73871465813932,76.73871465813932,76.73871465813932,76.73871465813932,76.73871465813932,76.73871465813932,26.45923700174979,26.45923700174979,26.45923700174979
object_detection,36.2709815725115,36.2709815725115,36.2709815725115,36.2709815725115,36.2709815725115,36.2709815725115,36.2709815725115,36.2709815725115,36.2709815725115,19.008261481908402,19.008261481908402,19.008261481908402
question_answering,40.63572556251607,40.63572556251607,40.63572556251607,40.63572556251607,40.63572556251607,40.63572556251607,40.63572556251607,40.63572556251607,40.63572556251607,14.977787535277491,14.977787535277491,14.977787535277491
speech_recognition,575.9414407814409,575.9414407814409,575.9414407814409,575.9414407814409,575.9414407814409,575.9414407814409,575.9414407814409,575.9414407814409,575.9414407814409,185.54900193511398,185.54900193511398,185.54900193511398
