task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,74.02765938732463,74.02765938732463,74.02765938732463,74.02765938732463,74.02765938732463,74.02765938732463,74.02765938732463,74.02765938732463,74.02765938732463,74.02765938732463,74.02765938732463,74.02765938732463,25.071961826559463,25.071961826559463,25.071961826559463,8.482659489327647
object_detection,34.85374219899181,34.85374219899181,34.85374219899181,34.85374219899181,34.85374219899181,34.85374219899181,34.85374219899181,34.85374219899181,34.85374219899181,34.85374219899181,34.85374219899181,34.85374219899181,20.553095901996905,20.553095901996905,20.553095901996905,10.543233921687968
question_answering,35.92880204941544,35.92880204941544,35.92880204941544,35.92880204941544,35.92880204941544,35.92880204941544,35.92880204941544,35.92880204941544,35.92880204941544,35.92880204941544,35.92880204941544,35.92880204941544,14.404796180830663,14.404796180830663,14.404796180830663,3.2330420118449643
speech_recognition,577.3558598808598,577.3558598808598,577.3558598808598,577.3558598808598,577.3558598808598,577.3558598808598,577.3558598808598,577.3558598808598,577.3558598808598,577.3558598808598,577.3558598808598,577.3558598808598,202.60654268225204,202.60654268225204,202.60654268225204,19.234843783246184
