task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3
image_classification,75.75101823206893,75.75101823206893,75.75101823206893,75.75101823206893,75.75101823206893,75.75101823206893,75.75101823206893,75.75101823206893,75.75101823206893,75.75101823206893,75.75101823206893,75.75101823206893,25.27838770199825,25.27838770199825,25.27838770199825
object_detection,35.277692774921114,35.277692774921114,35.277692774921114,35.277692774921114,35.277692774921114,35.277692774921114,35.277692774921114,35.277692774921114,35.277692774921114,35.277692774921114,35.277692774921114,35.277692774921114,18.664237114044912,18.664237114044912,18.664237114044912
question_answering,38.917117791666016,38.917117791666016,38.917117791666016,38.917117791666016,38.917117791666016,38.917117791666016,38.917117791666016,38.917117791666016,38.917117791666016,38.917117791666016,38.917117791666016,38.917117791666016,14.11301635971335,14.11301635971335,14.11301635971335
speech_recognition,578.5962631812631,578.5962631812631,578.5962631812631,578.5962631812631,578.5962631812631,578.5962631812631,578.5962631812631,578.5962631812631,578.5962631812631,578.5962631812631,578.5962631812631,578.5962631812631,190.902905658505,190.902905658505,190.902905658505
