task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.4180982051475,73.4180982051475,73.4180982051475,73.4180982051475,73.4180982051475,73.4180982051475,73.4180982051475,73.4180982051475,73.4180982051475,73.4180982051475,73.4180982051475,73.4180982051475,73.4180982051475,29.878147186147185,8.345184835667993,8.345184835667993
object_detection,34.76557019424702,34.76557019424702,34.76557019424702,34.76557019424702,34.76557019424702,34.76557019424702,34.76557019424702,34.76557019424702,34.76557019424702,34.76557019424702,34.76557019424702,34.76557019424702,34.76557019424702,20.026202501202498,10.429101483683528,10.429101483683528
question_answering,35.776582089155326,35.776582089155326,35.776582089155326,35.776582089155326,35.776582089155326,35.776582089155326,35.776582089155326,35.776582089155326,35.776582089155326,35.776582089155326,35.776582089155326,35.776582089155326,35.776582089155326,17.110285714285716,3.2334936210968954,3.2334936210968954
speech_recognition,578.2321849518005,578.2321849518005,578.2321849518005,578.2321849518005,578.2321849518005,578.2321849518005,578.2321849518005,578.2321849518005,578.2321849518005,578.2321849518005,578.2321849518005,578.2321849518005,578.2321849518005,177.37359683794466,19.050375000377517,19.050375000377517
