task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,73.48460867359765,73.48460867359765,73.48460867359765,73.48460867359765,73.48460867359765,73.48460867359765,73.48460867359765,73.48460867359765,25.007693861134857,25.007693861134857,25.007693861134857,25.007693861134857,8.464023568291516
object_detection,34.47302752233576,34.47302752233576,34.47302752233576,34.47302752233576,34.47302752233576,34.47302752233576,34.47302752233576,34.47302752233576,19.116538662064777,19.116538662064777,19.116538662064777,19.116538662064777,10.45865578113161
question_answering,36.052172282374485,36.052172282374485,36.052172282374485,36.052172282374485,36.052172282374485,36.052172282374485,36.052172282374485,36.052172282374485,14.593087120774422,14.593087120774422,14.593087120774422,14.593087120774422,3.2142972176807625
speech_recognition,574.1059935897435,574.1059935897435,574.1059935897435,574.1059935897435,574.1059935897435,574.1059935897435,574.1059935897435,574.1059935897435,194.80225087330072,194.80225087330072,194.80225087330072,194.80225087330072,19.40668138182108
