task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,73.77164048440224,73.77164048440224,73.77164048440224,73.77164048440224,73.77164048440224,73.77164048440224,73.77164048440224,73.77164048440224,73.77164048440224,73.77164048440224,73.77164048440224,24.068341867212837,24.068341867212837,8.120807040767987
object_detection,34.85594163805917,34.85594163805917,34.85594163805917,34.85594163805917,34.85594163805917,34.85594163805917,34.85594163805917,34.85594163805917,34.85594163805917,34.85594163805917,34.85594163805917,19.594917314654158,19.594917314654158,10.34217321764034
question_answering,36.0992557483239,36.0992557483239,36.0992557483239,36.0992557483239,36.0992557483239,36.0992557483239,36.0992557483239,36.0992557483239,36.0992557483239,36.0992557483239,36.0992557483239,14.61878335755728,14.61878335755728,3.131572871572872
speech_recognition,576.9687630551267,576.9687630551267,576.9687630551267,576.9687630551267,576.9687630551267,576.9687630551267,576.9687630551267,576.9687630551267,576.9687630551267,576.9687630551267,576.9687630551267,209.19359282479974,209.19359282479974,19.25877479925768
