task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,71.04869047619047,71.04869047619047,24.027566141645934,24.027566141645934,8.240891281671983,8.240891281671983
object_detection,30.791694752036825,30.791694752036825,18.151560644117627,18.151560644117627,10.136326419064721,10.136326419064721
question_answering,34.119961493820185,34.119961493820185,14.900826539052346,14.900826539052346,3.230094097688313,3.230094097688313
speech_recognition,563.3908058608058,563.3908058608058,198.64478990625392,198.64478990625392,19.14430406819492,19.14430406819492
