task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,72.83439447262977,72.83439447262977,72.83439447262977,26.73791399229782,8.28534344087337,8.28534344087337
object_detection,31.512472647178534,31.512472647178534,31.512472647178534,18.672435064935065,10.136679464043052,10.136679464043052
question_answering,36.49935191227761,36.49935191227761,36.49935191227761,13.530241228070176,3.214820635654231,3.214820635654231
speech_recognition,573.4432722832723,573.4432722832723,573.4432722832723,212.20535264983997,19.25021352088101,19.25021352088101
