task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.4693944899079,73.4693944899079,73.4693944899079,73.4693944899079,73.4693944899079,73.4693944899079,73.4693944899079,73.4693944899079,73.4693944899079,24.51336836148601,24.51336836148601,8.427925166302359,8.427925166302359,8.427925166302359
object_detection,34.26398881896302,34.26398881896302,34.26398881896302,34.26398881896302,34.26398881896302,34.26398881896302,34.26398881896302,34.26398881896302,34.26398881896302,20.609800306418727,20.609800306418727,10.77809309257247,10.77809309257247,10.77809309257247
question_answering,35.2758408240271,35.2758408240271,35.2758408240271,35.2758408240271,35.2758408240271,35.2758408240271,35.2758408240271,35.2758408240271,35.2758408240271,16.72580156700361,16.72580156700361,3.31535280846431,3.31535280846431,3.31535280846431
speech_recognition,574.8246972780306,574.8246972780306,574.8246972780306,574.8246972780306,574.8246972780306,574.8246972780306,574.8246972780306,574.8246972780306,574.8246972780306,231.84718445487897,231.84718445487897,19.126980879785947,19.126980879785947,19.126980879785947
