task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2
image_classification,76.80524951034309,76.80524951034309,76.80524951034309,76.80524951034309,76.80524951034309,76.80524951034309,76.80524951034309,76.80524951034309,76.80524951034309,76.80524951034309,76.80524951034309,26.630331713510817,26.630331713510817
object_detection,36.10981070637859,36.10981070637859,36.10981070637859,36.10981070637859,36.10981070637859,36.10981070637859,36.10981070637859,36.10981070637859,36.10981070637859,36.10981070637859,36.10981070637859,18.294145687613078,18.294145687613078
question_answering,41.31700877164639,41.31700877164639,41.31700877164639,41.31700877164639,41.31700877164639,41.31700877164639,41.31700877164639,41.31700877164639,41.31700877164639,41.31700877164639,41.31700877164639,14.770126695659162,14.770126695659162
speech_recognition,577.636377886819,577.636377886819,577.636377886819,577.636377886819,577.636377886819,577.636377886819,577.636377886819,577.636377886819,577.636377886819,577.636377886819,577.636377886819,184.86979537085466,184.86979537085466
