task_type,t2.large-1,t2.large-2,g4dn.xlarge-1
image_classification,76.3755773159066,76.3755773159066,8.441285128726358
object_detection,33.554206088029616,33.554206088029616,10.00870837447233
question_answering,40.02009369052847,40.02009369052847,3.167851663508366
speech_recognition,569.803105742297,569.803105742297,19.693747947528717
