task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.7454112360216,73.7454112360216,73.7454112360216,73.7454112360216,73.7454112360216,73.7454112360216,73.7454112360216,73.7454112360216,73.7454112360216,73.7454112360216,73.7454112360216,73.7454112360216,8.286404082426365,8.286404082426365
object_detection,34.675568901538995,34.675568901538995,34.675568901538995,34.675568901538995,34.675568901538995,34.675568901538995,34.675568901538995,34.675568901538995,34.675568901538995,34.675568901538995,34.675568901538995,34.675568901538995,10.363667092716454,10.363667092716454
question_answering,36.05262418953596,36.05262418953596,36.05262418953596,36.05262418953596,36.05262418953596,36.05262418953596,36.05262418953596,36.05262418953596,36.05262418953596,36.05262418953596,36.05262418953596,36.05262418953596,3.216247759474135,3.216247759474135
speech_recognition,577.8970608095608,577.8970608095608,577.8970608095608,577.8970608095608,577.8970608095608,577.8970608095608,577.8970608095608,577.8970608095608,577.8970608095608,577.8970608095608,577.8970608095608,577.8970608095608,19.091117263813977,19.091117263813977
