task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.03552479836793,73.03552479836793,73.03552479836793,73.03552479836793,73.03552479836793,73.03552479836793,73.03552479836793,73.03552479836793,73.03552479836793,24.642063492063492,8.352487637488824,8.352487637488824,8.352487637488824
object_detection,34.12593665698671,34.12593665698671,34.12593665698671,34.12593665698671,34.12593665698671,34.12593665698671,34.12593665698671,34.12593665698671,34.12593665698671,20.096328725038404,10.482668072816724,10.482668072816724,10.482668072816724
question_answering,35.21685804935805,35.21685804935805,35.21685804935805,35.21685804935805,35.21685804935805,35.21685804935805,35.21685804935805,35.21685804935805,35.21685804935805,16.711904761904762,3.309105283227518,3.309105283227518,3.309105283227518
speech_recognition,574.5465086765087,574.5465086765087,574.5465086765087,574.5465086765087,574.5465086765087,574.5465086765087,574.5465086765087,574.5465086765087,574.5465086765087,198.3052380952381,19.140600209221763,19.140600209221763,19.140600209221763
